onset duration sample trial eventIdentifier StimulusOn StimulusOff TargetOn TargetOff SFIX EFIX SSACC ESACC SBLINK EBLINK num_trial num_block dir_target proba switch
152.163 2.629 9204630 42 "TRIALID 41" 9205230 9206046 9206347 9207128 "[9205191, 9205386, 9205587, 9205808, 9205995, 9206633]" "[9205360.0, 9205576.0, 9205782.0, 9205983.0, 9206604.0, 9207228.0]" "[9205361, 9205577, 9205783, 9205984, 9206605]" "[9205385.0, 9205586.0, 9205807.0, 9205994.0, 9206632.0]"   42 1 1.0 0.6475235198239354 0.0
155.892 2.584 9208359 43 "TRIALID 42" 9208962 9209728 9210028 9210810 "[9208923, 9208996, 9209150, 9209947, 9210187, 9210385, 9210771]" "[9208976.0, 9209128.0, 9209927.0, 9210178.0, 9210357.0, 9210744.0, 9210910.0]" "[9208977, 9209129, 9209928, 9210179, 9210358, 9210745]" "[9208995.0, 9209149.0, 9209946.0, 9210186.0, 9210384.0, 9210770.0]"   43 1 0.0 0.6475235198239354 0.0
159.576 2.32 9212043 44 "TRIALID 43" 9212644 9213145 9213445 9214227 "[9212604, 9212756, 9213082, 9213482, 9213723, 9213981, 9214266]" "[9212743.0, 9213061.0, 9213472.0, 9213691.0, 9213957.0, 9214244.0, 9214330.0]" "[9212744, 9213062, 9213473, 9213692, 9213958, 9214245]" "[9212755.0, 9213081.0, 9213481.0, 9213722.0, 9213980.0, 9214265.0]"   44 1 0.0 0.6475235198239354 0.0
162.996 2.478 9215463 45 "TRIALID 44" 9216060 9216728 9217028 9217809 "[9216024, 9216089, 9216279, 9217187, 9217361, 9217537, 9217758]" "[9216067.0, 9216254.0, 9217177.0, 9217329.0, 9217487.0, 9217739.0, 9217869.0]" "[9216068, 9216255, 9217178, 9217330, 9217488, 9217740, 9217870]" "[9216088.0, 9216278.0, 9217186.0, 9217360.0, 9217536.0, 9217757.0, 9217908.0]"   45 1 1.0 0.6475235198239354 0.0
166.574 2.616 9219041 46 "TRIALID 45" 9219659 9220443 9220743 9221524 "[9219611, 9219685, 9219844, 9221018, 9221220]" "[9219678.0, 9219836.0, 9220991.0, 9221186.0, 9221625.0]" "[9219679, 9219837, 9220992, 9221187]" "[9219684.0, 9219843.0, 9221017.0, 9221219.0]"   46 1 1.0 0.6475235198239354 0.0
170.291 2.363 9222758 47 "TRIALID 46" 9223357 9223908 9224209 9224990 "[9223323, 9223503, 9224146, 9224346, 9224492, 9224680, 9225028]" "[9223482.0, 9224121.0, 9224324.0, 9224455.0, 9224647.0, 9224996.0, 9225090.0]" "[9223483, 9224122, 9224325, 9224456, 9224648, 9224997]" "[9223502.0, 9224145.0, 9224345.0, 9224491.0, 9224679.0, 9225027.0]"   47 1 1.0 0.6475235198239354 0.0
173.754 2.461 9226221 48 "TRIALID 47" 9226840 9227463 9227764 9228538 "[9226782, 9226997, 9228021, 9228162, 9228562]" "[9226978.0, 9227994.0, 9228140.0, 9228536.0, 9228650.0]" "[9226979, 9227995, 9228141, 9228537]" "[9226996.0, 9228020.0, 9228161.0, 9228561.0]"   48 1 1.0 0.6475235198239354 0.0
177.316 2.383 9229783 49 "TRIALID 48" 9230381 9230956 9231257 9232038 "[9230344, 9230560, 9231787, 9231941]" "[9230538.0, 9231742.0, 9231914.0, 9232147.0]" "[9230539, 9231743, 9231915]" "[9230559.0, 9231786.0, 9231940.0]"   49 1 0.0 0.6475235198239354 0.0
180.8 2.487 9233267 50 "TRIALID 49" 9233871 9234538 9234839 9235620 "[9233835, 9233869, 9234050, 9234241, 9234529, 9234791, 9235151, 9235528]" "[9234026.0, 9234222.0, 9234519.0, 9234766.0, 9235124.0, 9235502.0, 9235722.0]" "[9234027, 9234223, 9234520, 9234767, 9235125, 9235503]" "[9234049.0, 9234240.0, 9234528.0, 9234790.0, 9235150.0, 9235527.0]"   50 1 1.0 0.6475235198239354 0.0
193.243 2.303 9245710 51 "TRIALID 50" 9246317 9246801 9247101 9247883 "[9246272, 9246470, 9247440, 9247589, 9247855]" "[9246463.0, 9247409.0, 9247556.0, 9247826.0, 9247982.0]" "[9246464, 9247410, 9247557, 9247827]" "[9246469.0, 9247439.0, 9247588.0, 9247854.0]"   51 1 1.0 0.6475235198239354 0.0
